base_capture_points	base_defense_points	base_xp	battles	big_image	class	damage	damage_blocked	damage_received	direct_hits	distance_traveled	frags	hit_rate	image	isPrem	life_time	name	nation	pen_rate	penetrations	player_winrate	player_wn8	potential_damage_received	shots_fired	sniper_damage	spots	spotting_assist	survival	tank_id	tier	tracking_assist	winrate	winrate_differential	wn8	wnx
1.1	0.41	332	12724	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R31_Valentine_LL.png	LT	313	256	523	11.52	835	0.51	68.32	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R31_Valentine_LL.png	True	231	Valentine II	USSR	58.73	6.77	48.07	1004	790	16.86	31	0.91	120	23.62	52481	4	11	47.15	-0.92	911	712
3.09	1.14	306	12354	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G06_PzII.png	LT	458	135	291	52.24	1111	1.26	60.53	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G06_PzII.png	False	220	Pz. II	Germany	67.24	35.13	48.42	1102	425	86.31	14	1.18	32	32.08	2065	2	8	50.8	2.38	2371	2863
0.5	0.25	553	12116	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G119_Panzer58_BF.png	MT	1338	125	1190	6.29	1515	0.84	66.98	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G119_Panzer58_BF.png	True	288	Schwarzpz.58	Germany	74.97	4.71	51.65	1609	1343	9.38	481	1.1	393	25.59	49937	8	52	51.06	-0.59	1895	1660
1.32	0.38	366	11985	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB37_Valliant.png	MT	472	295	647	6.92	880	0.67	61.37	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB37_Valliant.png	True	299	Valiant	UK	65.05	4.5	48.41	954	919	11.28	85	0.52	154	32.19	60241	5	23	50.09	1.68	926	934
1.22	0.48	202	11761	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/sweden-S12_Strv_M40.png	LT	319	65	359	10.47	964	0.59	65.3	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S12_Strv_M40.png	False	204	Strv m/40L	Sweden	77.42	8.11	47.26	893	414	16.03	50	0.87	60	22.08	641	3	8	48.35	1.09	1024	1162
1.2	0.63	256	11582	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G82_Pz_II_AusfG.png	LT	355	35	386	20.44	1153	0.66	52.81	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G82_Pz_II_AusfG.png	False	200	Pz. II G	Germany	75.14	15.36	48.87	1028	407	38.71	10	1.25	84	22.97	13073	3	9	50	1.13	1510	1527
0.87	0.14	437	11510	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB52_A45.png	HT	796	337	1443	7.87	1048	0.58	69.1	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB52_A45.png	True	257	FV201 (A45)	UK	69.58	5.48	48.19	1006	1764	11.39	121	0.87	234	20	55121	7	26	47.17	-1.02	977	933
0.58	0.25	296	11323	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R105_BT_7A.png	LT	299	17	372	4.39	1111	0.57	54.45	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R105_BT_7A.png	True	169	BT-7 art.	USSR	38.4	1.69	49.02	1138	362	8.06	21	1.55	64	14.07	60929	3	22	48.69	-0.33	1062	1096
0.95	0.25	298	11321	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R185_T_34_L_11_1941.png	MT	304	176	517	4.06	1087	0.46	57.94	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R185_T_34_L_11_1941.png	True	220	T-34 1941	USSR	67.56	2.74	48.19	1015	691	7.01	31	1.15	136	18.89	33281	4	17	47.5	-0.69	930	807
0.83	0.2	682	11056	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G186_Schwertwal.png	HT	3071	1457	2389	6.83	1279	1.05	80.99	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G186_Schwertwal.png	True	300	Schwertwal	Germany	68.07	4.65	56.31	2291	3779	8.43	284	1.29	425	31.51	31249	10	53	56.99	0.68	2587	2713
1.62	0.53	232	11033	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F44_Somua_S35.png	MT	380	159	390	9.59	858	0.71	65.98	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F44_Somua_S35.png	False	225	Somua S35	France	73.79	7.08	48.27	925	552	14.53	49	0.67	58	26.99	13121	3	11	49.28	1.01	1042	1143
0.47	0.27	555	10875	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F132_Vercingetorix.png	MT	1659	640	1609	5.75	1451	0.8	70.71	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F132_Vercingetorix.png	True	271	Vercingétorix	France	73.66	4.23	51.56	1625	2222	8.13	410	1.43	426	23.6	66369	9	56	52.04	0.48	1547	1466
0.76	0.14	511	10790	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A45_M6A2E1.png	HT	1151	1391	1502	6.19	1089	0.58	75.46	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A45_M6A2E1.png	True	264	M6A2E1	USA	61.32	3.8	50.75	1429	2951	8.21	129	1.01	288	21.22	52513	8	42	49.85	-0.9	1243	1164
3.31	1.22	225	10774	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G12_Ltraktor.png	LT	382	27	236	42.26	991	1.29	51.27	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G12_Ltraktor.png	False	268	L.Tr.	Germany	76.27	32.23	49.12	1260	270	82.42	22	1.19	27	30.77	3089	1	6	49.92	0.8	2170	2828
0.93	0.35	317	10722	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G28_PzIII_IV.png	MT	495	126	562	6.3	1292	0.68	59.42	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G28_PzIII_IV.png	False	247	Pz. III/IV	Germany	73.35	4.62	49.55	1087	678	10.6	122	1.14	188	22.2	6417	5	21	49.61	0.06	1316	1345
0.67	0.25	551	10672	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A140_ASTRON_REX_105mm_SPD.png	MT	1425	382	1144	6.23	1480	0.97	73.34	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A140_ASTRON_REX_105mm_SPD.png	True	286	Alembic	USA	77.56	4.83	50.86	1478	1579	8.49	370	1.13	401	26.93	53025	8	48	50.62	-0.24	1459	1649
0.62	0.2	479	10481	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A111_T25_Pilot.png	MT	935	203	1291	5.59	1310	0.58	65.97	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A111_T25_Pilot.png	True	272	T25 Pilot 1	USA	72.78	4.07	49.5	1237	1526	8.48	274	1.05	394	22.87	57377	8	38	48.38	-1.12	1124	949
0.84	0.29	341	10450	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A160_M24_594.png	LT	399	21	498	5.07	1122	0.53	64.59	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A160_M24_594.png	True	221	Chaffee 594	USA	74.36	3.77	48.51	1106	511	7.85	98	1.69	265	18.7	50209	5	19	48.52	0.01	1005	1032
0.81	0.26	426	10361	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R116_ISU122C_Berlin.png	TD	1011	167	711	4.05	985	0.92	57.25	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R116_ISU122C_Berlin.png	True	301	ISU-122S	USSR	72.58	2.94	50.25	1270	918	7.07	492	0.4	142	29.54	59649	7	33	50.01	-0.24	1323	1337
0.68	0.08	497	10301	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A115_Chrysler_K.png	HT	1102	1074	1455	6.13	1091	0.55	74.8	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A115_Chrysler_K.png	True	259	Chrysler K	USA	59.2	3.63	49.77	1238	2580	8.2	128	1.09	264	19.82	60193	8	37	49.34	-0.43	1146	1088
0.9	0.08	463	10181	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R128_KV4_Kreslavskiy.png	HT	995	983	1670	5.03	1073	0.49	73.13	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R128_KV4_Kreslavskiy.png	True	259	KV-4 Kresl.	USSR	64.2	3.23	48.34	1104	2700	6.88	118	0.86	229	20.07	63233	8	36	48.12	-0.22	991	896
0.93	0.32	334	10054	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G70_PzIV_Hydro.png	MT	448	51	644	5.86	1076	0.59	59.06	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G70_PzIV_Hydro.png	True	250	Pz. IV hydr.	Germany	72.45	4.24	48.15	918	673	9.91	113	0.77	144	21.45	55057	5	20	48.25	0.1	884	879
1.3	0.5	367	9971	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB113_Matilda_LVT.png	MT	498	166	438	6.16	860	0.77	65.1	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB113_Matilda_LVT.png	True	257	Matilda LVT	UK	78.08	4.81	48.98	1174	613	9.46	84	0.55	92	28.64	51281	4	21	50.56	1.58	1112	1330
0.53	0.44	638	9877	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R194_ST_62_var_2.png	MT	2490	600	1752	10.77	1708	1.19	79.15	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R194_ST_62_var_2.png	True	301	ST-62 Ver. 2	USSR	75.81	8.16	54.63	2114	2308	13.6	686	1.22	584	31.75	35329	10	100	56.43	1.8	2007	2067
1.39	0.59	213	9740	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/italy-It03_M15_42.png	MT	337	65	417	9.05	891	0.62	62.93	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It03_M15_42.png	False	218	M15/42	Italy	75.79	6.86	48.45	894	478	14.38	46	0.68	56	23.79	929	3	8	48.28	-0.17	899	960
0.72	0.21	478	9706	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R182_ST_66.png	MT	1095	704	1171	5.62	1272	0.64	68.28	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R182_ST_66.png	True	272	ST-66	USSR	68.7	3.86	49.74	1268	1915	8.22	268	0.93	316	22.42	32513	8	40	48.93	-0.81	1197	1113
1.42	0.21	434	9692	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R186_KV_1_Screened.png	HT	578	491	860	8.07	939	0.7	67.38	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R186_KV_1_Screened.png	True	262	KV-1Sh	USSR	67.75	5.47	48.9	1182	1307	11.97	60	0.68	142	25.39	33025	5	25	50.58	1.68	1022	1045
0.89	0.61	252	9487	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A29_T40.png	TD	514	43	301	5.68	902	0.9	53.65	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A29_T40.png	False	279	T40	USA	80.61	4.58	49.76	1053	357	10.58	229	0.36	61	31.19	7713	4	23	50.8	1.04	1280	1563
1.2	0.52	239	9412	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R25_GAZ-74b.png	TD	503	6	295	5.21	902	0.87	53.15	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R25_GAZ-74b.png	False	286	SU-85B	USSR	80.54	4.2	48.77	1029	308	9.8	251	0.31	58	32.09	6913	4	22	50.39	1.62	1237	1516
0.85	0.25	417	9300	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R46_KV-13.png	MT	716	315	1002	6.08	1308	0.66	63.45	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R46_KV-13.png	False	265	KV-13	USSR	67.08	4.08	48.26	938	1330	9.59	145	1.07	288	22.92	8961	7	30	48.4	0.14	1076	1092
0.7	0.2	455	9174	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R146_STG.png	MT	1072	214	1168	4.09	1349	0.67	65.83	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R146_STG.png	True	294	STG	USSR	73.24	3	48.96	1165	1409	6.22	350	0.79	327	26.01	47617	8	35	48.46	-0.5	1212	1048
0.45	0.2	554	9121	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R120_T22SR_A22.png	MT	1724	1090	1764	8.02	1558	0.72	73.62	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R120_T22SR_A22.png	True	265	T-22 med.	USSR	69.19	5.55	51.93	1682	2835	10.89	374	1.48	575	22.54	61697	10	68	50.94	-0.99	1380	1305
1.13	0.28	362	9031	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A62_Ram-II.png	MT	461	160	723	8.68	1101	0.62	59.85	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A62_Ram-II.png	True	249	Ram II	USA	72.33	6.28	47.71	949	875	14.51	84	0.89	167	21.75	51745	5	14	49.86	2.15	1053	995
2.28	1.24	327	8872	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A02_M2_lt.png	LT	535	172	282	52.23	1491	1.49	64.58	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A02_M2_lt.png	False	213	M2	USA	62.95	32.88	49.7	1330	445	80.88	14	1.99	39	31.93	1825	2	8	52.55	2.85	2818	3642
0.45	0.27	537	8711	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G154_Kpz_07_RH_LN.png	MT	1251	176	1241	8.06	1602	0.87	66.24	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G154_Kpz_07_RH_LN.png	True	262	White Dragon	Germany	70.74	5.7	52.27	1677	1458	12.16	400	1.38	423	21.89	30225	8	41	52.76	0.49	1537	1554
0.41	0.21	480	8654	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R203_Object_168N.png	MT	1206	101	1177	4.95	1371	0.72	67.61	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R203_Object_168N.png	True	271	Obj. 168G	USSR	76.64	3.79	50.45	1457	1321	7.32	448	0.96	345	21.75	56321	8	39	49.5	-0.95	1370	1276
0.7	0.26	366	8603	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB108_A46.png	LT	374	7	531	4.87	1314	0.45	67	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB108_A46.png	True	217	A46	UK	73.98	3.61	49.35	1312	543	7.27	86	2.46	489	16.24	55377	6	11	47.45	-1.9	1057	977
1.01	0.5	218	8572	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz10_LT_vz38.png	LT	332	25	376	9.58	946	0.58	65.41	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz10_LT_vz38.png	False	194	LT vz. 38	Czech	78.9	7.56	47.7	911	395	14.65	39	0.92	60	20.03	625	3	10	48.67	0.97	1370	1260
0.69	0.49	405	8509	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A71_T21.png	LT	591	10	603	6.58	1451	0.65	68.13	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A71_T21.png	False	239	T21	USA	79.18	5.21	51.09	1455	606	9.66	175	2.1	412	20.55	15137	6	18	49.86	-1.23	1804	1432
0.89	0.25	358	8501	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB19_Sherman_Firefly.png	MT	637	86	732	5.8	1089	0.63	59.03	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB19_Sherman_Firefly.png	False	269	Firefly	UK	77.46	4.49	48.62	1044	824	9.83	231	0.62	175	23.8	3665	6	26	47.31	-1.31	1062	932
0.89	0.13	476	8380	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A13_T34_hvy_BF.png	HT	1119	634	1388	4.4	1045	0.54	72.89	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A13_T34_hvy_BF.png	True	276	T34 B	USA	68.33	3	49.09	1219	2066	6.03	161	0.77	240	23.09	59425	8	33	49.2	0.11	1236	1070
1.04	0.37	363	8315	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G116_Turan_III_prot.png	MT	513	63	654	6.57	1102	0.69	63.47	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G116_Turan_III_prot.png	True	261	Turán III PT	Germany	74.73	4.91	48.46	1059	694	10.35	126	0.76	148	24.75	63249	5	22	49.22	0.76	1180	1101
1.14	0.25	367	8235	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J23_Mi_To.png	HT	661	472	819	6.8	895	0.83	63.83	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J23_Mi_To.png	False	266	O-I Exp.	Japan	67.3	4.58	49.82	1069	1224	10.66	95	0.7	146	27.8	5729	5	26	52.31	2.49	1204	1246
0.12	0.3	192	8052	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G95_Pz_Sfl_IVb.png	SPG	387	3	189	2.61	313	0.7	27.63	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G95_Pz_Sfl_IVb.png	False	319	Pz.Sfl. IVb	Germany	8.48	0.22	47.98	877	183	9.46	333	0.05	12	40.1	15633	4	42	50.04	2.06	1170	1224
1.12	0.43	493	8038	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A121_M26_Cologne.png	MT	1065	377	1023	6.28	1271	0.88	68.02	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A121_M26_Cologne.png	True	296	Eagle 7	USA	75.96	4.77	49.12	1227	1389	9.23	234	0.94	283	30.79	59937	7	36	50.78	1.66	1543	1547
0.73	0.13	615	7970	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/italy-It36_Progetto_C45_mod_71_M.png	HT	1583	635	1354	6.69	1199	0.9	78.31	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It36_Progetto_C45_mod_71_M.png	True	274	Stone Sentinel	Italy	71.08	4.76	51.39	1596	2025	8.55	207	1.1	269	24.62	52897	8	48	52.9	1.51	1594	1766
0.93	0.19	667	7886	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB111_Charlemagne.png	HT	1919	805	1385	6.3	1363	1.04	77.79	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB111_Charlemagne.png	True	294	Charlemagne	UK	75.38	4.75	53.36	1922	2211	8.1	212	1.24	346	32.08	52049	8	47	56.3	2.94	2008	2270
1	0.19	504	7860	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G172_PzVIB_Tiger_II_DIT.png	HT	1055	662	1250	6.38	1064	0.69	74.49	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G172_PzVIB_Tiger_II_DIT.png	True	270	Tiger II Kuro.	Germany	72.82	4.64	50.31	1349	1906	8.56	148	0.95	250	25.37	27409	7	37	50.57	0.26	1275	1310
1.22	0.41	193	7817	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl06_10TP.png	LT	288	27	375	6.71	934	0.48	65.31	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl06_10TP.png	False	193	10TP	Poland	68.52	4.6	47.61	856	389	10.28	32	0.8	53	19.64	1681	3	15	47.26	-0.35	1030	933
0.69	0.14	445	7737	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A136_T42.png	MT	926	335	1209	4.98	1242	0.54	66.9	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A136_T42.png	True	266	T42	USA	70.29	3.5	46.24	1141	1594	7.44	283	0.9	356	22.53	50721	8	39	48.92	2.68	1042	889
0.75	0.16	438	7487	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A63_M46_Patton_KR.png	MT	756	243	1323	5.01	1247	0.45	64.92	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A63_M46_Patton_KR.png	True	262	M46 KR	USA	65.11	3.26	47.72	977	1617	7.72	192	0.89	330	20.28	57121	8	36	47.5	-0.22	794	655
0.93	0.55	372	7382	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB116_Harry_Hopkins_I.png	LT	413	20	464	9.27	1219	0.69	64.58	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB116_Harry_Hopkins_I.png	True	228	A25 H.H. I	UK	83.25	7.72	49.67	1303	471	14.36	95	1.53	187	22.93	61009	4	10	49.89	0.22	1129	1319
1.2	0.53	446	7128	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R118_T28_F30.png	MT	672	67	498	5.49	1067	1.13	60.37	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R118_T28_F30.png	True	261	T-28E F-30	USSR	83.06	4.56	50.35	1344	564	9.09	162	0.85	114	31.96	61441	4	25	54.29	3.94	1795	2223
0.7	0.38	267	6865	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F77_FCM_2C.png	HT	294	107	602	4	593	0.52	57.13	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F77_FCM_2C.png	True	224	FCM 2C	France	68.94	2.75	47.2	878	667	6.99	34	0.34	38	26.42	58433	3	13	48.49	1.29	863	1296
0.66	0.4	421	6795	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A34_M24_Chaffee_CFE_V.png	LT	489	28	502	5.86	1489	0.73	68.12	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A34_M24_Chaffee_CFE_V.png	True	224	Chaffee Camo	USA	78.32	4.59	50.55	1428	512	8.61	105	2.75	396	19.88	67105	5	21	51.2	0.65	1287	1471
1.28	0.37	222	6704	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J07_Chi_Ha.png	LT	360	46	383	6.9	909	0.67	61.32	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J07_Chi_Ha.png	False	200	Chi-Ha	Japan	76.27	5.26	47.98	959	420	11.25	46	0.79	55	22.26	2145	3	17	49.63	1.65	1208	1380
0.91	0.26	218	6612	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A154_Convertible_Medium_Tank_T3E2.png	MT	181	38	436	8.4	1022	0.32	59.85	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A154_Convertible_Medium_Tank_T3E2.png	True	181	T3E2 Medium	USA	59	4.96	46.17	693	445	14.04	14	1.36	62	14.97	32289	3	7	45.57	-0.6	514	361
1.39	0.49	204	6571	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R43_T-70.png	LT	308	132	359	8.01	939	0.59	59.98	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R43_T-70.png	False	208	T-70	USSR	75.08	6.01	47.03	865	482	13.35	36	0.76	60	22.95	15105	3	9	47.98	0.95	1087	1101
0.97	0.6	384	6516	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R78_SU_85I.png	TD	650	64	390	5.88	1041	0.94	55.44	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R78_SU_85I.png	True	307	SU-85I	USSR	75.03	4.41	50.43	1357	462	10.61	315	0.53	130	32.4	53761	5	30	51.37	0.94	1350	1496
1.01	0.34	331	6455	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB68_Matilda_Black_Prince.png	MT	439	123	673	8.37	784	0.57	60.79	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB68_Matilda_Black_Prince.png	True	279	Matilda BP	UK	71.94	6.02	48.04	906	789	13.77	98	0.45	128	27.92	53585	5	15	47.82	-0.22	928	773
1.29	0.5	222	6435	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch08_Type97_Chi_Ha.png	LT	386	46	380	8.56	880	0.72	64.64	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch08_Type97_Chi_Ha.png	False	203	Chi-Ha	China	77.08	6.6	47.06	944	417	13.25	51	0.75	53	22.69	4401	3	15	48.59	1.53	1391	1552
0.81	0.21	396	6410	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A86_T23E3.png	MT	660	92	961	8.04	1256	0.58	64.41	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A86_T23E3.png	True	253	T23E3	USA	71.7	5.77	48.65	1130	1080	12.49	181	1.08	282	19.19	11809	7	19	46.74	-1.91	895	920
1.96	0.53	239	6399	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F13_AMX38.png	LT	354	275	318	9.43	796	0.69	63.41	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F13_AMX38.png	False	231	AMX 38	France	71.01	6.7	46.75	861	596	14.87	31	0.58	62	30.19	5953	3	12	49.77	3.02	1531	1359
1.19	0.24	371	6225	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R32_Matilda_II_LL.png	MT	447	185	688	7.32	919	0.62	63.94	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R32_Matilda_II_LL.png	True	270	Matilda IV	USSR	58.16	4.26	47.91	872	861	11.45	94	0.65	160	27	51457	5	26	48.69	0.78	974	884
