base_capture_points	base_defense_points	base_xp	battles	big_image	class	damage	damage_blocked	damage_received	direct_hits	distance_traveled	frags	hit_rate	image	isPrem	life_time	name	nation	pen_rate	penetrations	player_winrate	player_wn8	potential_damage_received	shots_fired	sniper_damage	spots	spotting_assist	survival	tank_id	tier	tracking_assist	winrate	winrate_differential	wn8	wnx
0.66	0.21	466	6154	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A127_TL_1_LPC.png	MT	979	424	1247	5.22	1364	0.6	65.08	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A127_TL_1_LPC.png	True	276	TL-1 LPC	USA	70.6	3.69	48.98	1221	1708	8.02	276	0.98	383	23.38	62241	8	43	49.16	0.18	1131	1001
0.76	0.33	191	6027	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB58_Cruiser_Mk_III.png	LT	267	11	359	9.08	956	0.45	58.85	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB58_Cruiser_Mk_III.png	False	170	Cruiser III	UK	66.5	6.04	47.79	971	355	15.43	21	1.15	59	14.2	7761	3	9	44.75	-3.04	1079	958
1.2	0.26	460	5982	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G163_Pz_Kpfw_KW_Ir_mit_75mm_kwk40.png	HT	702	424	774	9.17	972	0.84	71.47	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G163_Pz_Kpfw_KW_Ir_mit_75mm_kwk40.png	True	261	Pz. KW I	Germany	72.77	6.67	49.63	1267	1161	12.83	89	0.84	160	25.38	59153	5	28	51.45	1.82	1166	1375
0.79	0.26	414	5945	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A104_M4A3E8A.png	MT	627	141	755	7.76	1150	0.65	62.02	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A104_M4A3E8A.png	True	253	Fury	USA	72.56	5.63	48.7	1101	896	12.51	172	0.87	214	21.85	56097	6	19	49.34	0.64	1145	1002
0.89	0.68	208	5868	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G20_Marder_II.png	TD	420	9	230	4.83	719	0.85	53.03	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G20_Marder_II.png	False	268	Marder II	Germany	84.3	4.07	48.82	999	239	9.1	192	0.28	32	31.22	6673	3	18	48.48	-0.34	1277	1662
1.04	0.32	370	5762	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J12_Chi_Nu_Kai.png	MT	508	55	546	5.59	1038	0.66	60.86	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J12_Chi_Nu_Kai.png	True	261	Chi-Nu Kai	Japan	77.08	4.31	48.59	1107	589	9.19	161	0.73	156	23.62	51553	5	24	49.11	0.52	1267	1069
1.11	0.73	260	5581	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB57_Alecto.png	TD	491	1	329	7.67	1100	0.88	53.76	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB57_Alecto.png	False	283	Alecto	UK	75.53	5.79	49.92	1151	321	14.27	219	0.64	107	30.87	9041	4	21	50.21	0.29	1366	1793
0.7	0.22	508	5577	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB128_Nemesis.png	MT	1194	462	1157	4.09	1338	0.66	67.91	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB128_Nemesis.png	True	285	Nemesis	UK	75.07	3.07	50.14	1407	1660	6.03	328	0.9	325	25.01	61521	8	34	49.94	-0.2	1365	1213
1.12	0.31	520	5376	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R114_Object_244.png	HT	989	452	914	7.81	1130	0.93	73.52	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R114_Object_244.png	True	269	Obj. 244	USSR	74.72	5.84	49.97	1359	1355	10.63	151	0.9	192	27.62	60161	6	38	53.61	3.64	1492	1702
0.51	0.16	591	5365	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch41_WZ_111_QL.png	HT	2243	1037	2093	7.49	1345	0.81	77.72	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch41_WZ_111_QL.png	True	283	WZ-111 QL	China	64.82	4.85	52.12	1695	3117	9.63	270	1.26	399	26.56	62257	10	62	51.3	-0.82	1793	1640
0.2	0.18	182	5344	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G22_Sturmpanzer_II.png	SPG	339	2	189	1.71	386	0.61	22.79	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G22_Sturmpanzer_II.png	False	303	St.Pz. II	Germany	20.98	0.36	46.54	803	182	7.51	288	0.05	13	36.7	4625	4	42	48.65	2.11	990	1006
1.03	0.57	237	5340	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A25_M2_med.png	MT	383	37	332	5.63	927	0.79	53.11	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A25_M2_med.png	False	234	M2 Medium	USA	49.22	2.77	50.56	1102	362	10.61	75	0.96	71	26.16	4897	3	22	50	-0.56	1466	1433
0.51	0.32	509	5179	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G168_KJpz_T_III.png	TD	1602	44	1291	5.49	1208	0.8	66.19	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G168_KJpz_T_III.png	True	344	TIII Jäger	Germany	74.72	4.11	51.53	1566	1307	8.3	941	0.34	229	34.7	33041	9	59	50.32	-1.21	1414	1266
0.98	0.06	452	5167	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G138_VK168_02_Mauerbrecher.png	HT	965	931	1587	4.08	974	0.52	71.41	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G138_VK168_02_Mauerbrecher.png	True	284	Mauerbrecher	Germany	57.56	2.35	48.67	1073	2576	5.72	131	0.57	264	24.13	48145	8	31	47.51	-1.16	952	856
1.29	0.26	276	5164	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G90_DW_II.png	HT	470	204	625	9.62	897	0.76	67.87	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G90_DW_II.png	False	235	D.W. 2	Germany	71.34	6.86	48.87	1085	822	14.18	53	0.85	101	24.59	13329	4	15	49.67	0.8	1356	1700
0.61	0.12	467	5116	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/sweden-S23_Strv_81_sabaton.png	MT	855	498	1313	5.62	1264	0.5	66.49	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S23_Strv_81_sabaton.png	True	268	P:Victoria	Sweden	68.53	3.85	48.65	1071	1857	8.45	237	1	377	21.7	52609	8	34	47.56	-1.09	994	834
1.07	0.25	494	5081	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB105_Black_Prince_2019.png	HT	902	659	959	7.91	967	0.77	70.07	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB105_Black_Prince_2019.png	True	264	A43 BP	UK	79.58	6.29	49.72	1307	1580	11.29	115	0.7	192	25.96	59217	6	26	52.37	2.65	1359	1426
0.51	0.26	554	5057	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch65_Type59_IC4_3DSt.png	MT	1221	509	1192	6.92	1459	0.77	70.5	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch65_Type59_IC4_3DSt.png	True	267	First Warrior	China	73.08	5.06	51.12	1518	1736	9.81	295	1.29	431	22.68	65841	8	49	51.53	0.41	1418	1407
0.57	0.29	476	4963	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G173_BT42_DIT.png	LT	724	4	530	3.33	1558	1.07	63.16	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G173_BT42_DIT.png	True	245	BT-42 Jatk.	Germany	68.72	2.29	51.98	1630	503	5.27	116	2.21	308	24.78	27665	5	29	55.65	3.67	1928	1893
0.79	0.46	344	4900	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A148_Convertible_Medium_Tank_T3.png	MT	346	8	417	12.99	1136	0.67	51.11	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A148_Convertible_Medium_Tank_T3.png	True	186	T3 Convert.	USA	66.52	8.64	48.87	1028	398	25.41	9	1.34	65	18.71	34593	3	10	48.24	-0.63	1032	1012
1.17	0.26	404	4791	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB35_Sentinel_AC_IV.png	MT	719	65	717	6.19	1098	0.71	62.03	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB35_Sentinel_AC_IV.png	True	275	AC 4 Exp.	UK	81.49	5.04	48.85	1146	781	9.98	250	0.66	190	26.28	56145	6	27	49.15	0.3	1231	1082
2.78	1.12	398	4512	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G139_MKA.png	LT	443	82	335	10.09	1034	1.13	68.64	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G139_MKA.png	True	241	MKA	Germany	83.13	8.39	48.12	991	415	14.7	49	0.96	29	33.53	47633	2	9	50.64	2.52	1844	2360
0.82	0.41	224	4427	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz29_Pzw_39.png	LT	193	24	399	11.38	853	0.35	62.7	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz29_Pzw_39.png	True	201	Pzw. 39	Czech	56.26	6.4	47.05	820	410	18.15	27	0.82	63	19.77	5745	3	7	45.58	-1.47	815	519
0.82	0.39	337	4389	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R41_T-50.png	LT	435	45	502	8.58	1577	0.72	67.06	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R41_T-50.png	False	228	T-50	USSR	74.21	6.36	50.3	1308	539	12.79	85	2.62	392	20.57	9473	5	10	52.06	1.76	1652	1313
0.27	0.36	679	4361	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A95_T95_E6.png	MT	2945	466	1952	10.28	1693	1.23	75.46	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A95_T95_E6.png	True	305	T95E6	USA	75.68	7.78	58.46	2701	2361	13.62	771	1.4	618	32.93	55841	10	107	57.44	-1.02	2651	2737
0.7	0.13	437	4319	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R133_KV_122.png	HT	919	199	1158	3.75	1084	0.64	68.76	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R133_KV_122.png	True	247	KV-122	USSR	68.8	2.58	49.12	1161	1381	5.45	130	0.95	203	18.96	49921	7	31	47.7	-1.42	1137	1094
6.07	1.75	567	4267	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G33_H39_captured.png	LT	646	336	217	20.37	1004	1.93	77.35	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G33_H39_captured.png	True	273	Pz. 38H	Germany	81.93	16.69	51.04	1280	555	26.34	39	0.92	35	53.83	52497	2	8	60.98	9.94	2656	4242
0.39	0.15	591	4251	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A156_T54_2022.png	HT	1869	883	1614	6.71	1276	0.79	75.52	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A156_T54_2022.png	True	286	T54 Heavy	USA	66.42	4.46	53.27	1911	2523	8.89	286	1.25	361	26.75	33313	9	56	50.84	-2.43	1967	1754
0.27	0.3	173	4169	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R14_SU-5.png	SPG	307	1	161	2.27	392	0.56	23.05	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R14_SU-5.png	False	302	SU-5	USSR	14.61	0.33	48.14	789	159	9.85	262	0.04	11	36.12	4865	4	45	48.28	0.14	608	770
2.1	1.11	242	4135	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R08_BT-2.png	LT	429	20	289	11.74	1286	1.13	65.99	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R08_BT-2.png	False	198	BT-2	USSR	80.86	9.49	49.52	1313	294	17.79	42	1.37	25	24.06	1025	2	8	49.63	0.11	2456	2697
1.55	1.07	469	4135	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A19_T2_lt.png	LT	443	39	275	56.19	1712	1.2	61.14	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A19_T2_lt.png	True	188	T2 Light	USA	62.44	35.08	49.57	1299	301	91.89	4	2.08	32	24.35	51489	2	8	51.41	1.84	2515	2809
0.96	0.34	267	4103	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G80_Pz_IV_AusfD.png	MT	469	24	490	6.08	1063	0.76	59.29	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G80_Pz_IV_AusfD.png	False	230	Pz. IV D	Germany	77.9	4.73	49.67	1167	511	10.25	104	0.99	113	22.59	17425	4	20	48.94	-0.73	1486	1609
0.55	0.2	557	4093	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch01_Type59_Gold.png	MT	1241	477	1179	7.04	1492	0.76	70.72	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch01_Type59_Gold.png	True	272	Type 59 G	China	73.03	5.14	51.25	1545	1693	9.96	324	1.37	446	22.8	561	8	53	51.01	-0.24	1535	1411
0.77	0.31	262	4087	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R161_T_116.png	LT	247	9	383	7.56	1052	0.46	61.34	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R161_T_116.png	True	177	T-116	USSR	68.46	5.18	48.28	922	367	12.32	26	1.5	71	15.54	44801	3	9	46.1	-2.18	907	822
0.67	0.2	534	4065	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R173_K_91_2.png	MT	1497	338	1327	6.91	1497	0.81	70.66	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R173_K_91_2.png	True	290	K-91-2	USSR	75.16	5.2	51.52	1619	1699	9.78	515	1.11	499	25.07	30977	9	56	50.5	-1.02	1488	1402
0.37	0.39	311	4007	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R202_SU_2_122.png	TD	514	36	425	2.8	921	0.8	51.29	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R202_SU_2_122.png	True	251	SU-2-122	USSR	53.05	1.48	51.64	1522	477	5.45	170	0.39	67	20.56	29441	5	27	48.47	-3.17	1108	1034
1.44	0.7	327	3928	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J06_Ke_Ho.png	LT	550	10	443	9.67	1301	1.01	63	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J06_Ke_Ho.png	False	257	Ke-Ho	Japan	79.53	7.69	49.02	1424	441	15.35	121	1.53	204	31.52	2913	4	18	54.71	5.69	2149	1857
1.38	1.02	276	3792	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G08_Pz38t.png	LT	476	28	368	11.36	1063	1.02	62.66	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G08_Pz38t.png	False	253	Pz. 38 (t)	Germany	75.11	8.53	49.53	1274	386	18.12	105	0.82	76	33.41	3345	3	15	54.01	4.48	1920	2417
1.2	0.42	246	3777	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G179_Straussler_V4.png	LT	235	12	366	7.32	831	0.41	61.3	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G179_Straussler_V4.png	True	221	V–4/40	Germany	71.93	5.27	41.03	723	360	11.95	37	0.72	63	26.21	65553	3	7	44.51	3.48	793	674
0.8	0.69	324	3672	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/sweden-S34_Lago_M38.png	LT	382	79	415	8.68	943	0.73	63.92	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S34_Lago_M38.png	True	222	Lago M38	Sweden	75.26	6.53	47.63	916	485	13.58	59	0.77	59	25.38	50817	3	11	49.29	1.66	970	1301
0.38	0.28	176	3658	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F66_AMX_Ob_Am105.png	SPG	336	5	164	2.09	424	0.62	23.98	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F66_AMX_Ob_Am105.png	False	317	AMX 105 AM	France	10.57	0.22	47.66	780	165	8.73	289	0.06	11	38.96	14657	4	34	49.32	1.66	1047	1011
1.57	0.72	378	3543	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R56_T-127.png	LT	417	150	394	12.28	1009	0.87	66.62	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R56_T-127.png	True	221	T-127	USSR	73.19	8.99	49.32	1153	538	18.43	40	1.01	75	27.86	53505	3	12	51.43	2.11	1562	1673
0.55	0.09	446	3433	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R121_KV4_KTT.png	TD	1088	1020	1314	4.96	910	0.59	67.12	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R121_KV4_KTT.png	True	263	KV-4 KTTS	USSR	65.36	3.24	49.88	1377	2412	7.38	244	0.57	174	20.36	62209	8	42	45.32	-4.56	1062	921
1.25	0.45	384	3294	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G107_PzKpfwIII_AusfK.png	MT	519	60	680	6.79	1115	0.71	60.81	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G107_PzKpfwIII_AusfK.png	True	265	Pz. III K	Germany	73.02	4.96	50.42	1317	710	11.17	148	0.92	196	26.9	61457	5	22	50.76	0.34	1312	1271
0.9	0.45	236	3242	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB127_A7E3.png	LT	255	2	417	6.59	732	0.39	59.8	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB127_A7E3.png	True	198	A7E3	UK	78.41	5.17	46.11	747	401	11.02	50	0.55	43	18.57	61777	3	8	45.16	-0.95	791	661
1.55	0.8	289	3173	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl01_TKS_20mm.png	LT	245	6	289	30.25	930	0.54	62.59	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl01_TKS_20mm.png	True	189	TKS 20	Poland	71.85	21.73	48.3	1018	284	48.32	9	0.92	26	18.78	401	2	4	42.51	-5.79	1283	998
0.17	0.48	724	3155	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl21_CS_63_OSP3.png	MT	3224	372	1876	10.78	1809	1.34	77.77	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl21_CS_63_OSP3.png	True	295	Hurricane	Poland	79.82	8.6	60.88	3056	2168	13.86	877	2.02	775	31.76	52625	10	133	61.17	0.29	2699	3258
0.15	0.35	159	3152	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB26_Birch_Gun.png	SPG	267	0	192	3.36	297	0.45	24.2	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB26_Birch_Gun.png	False	311	Birch Gun	UK	5.19	0.17	47.54	726	181	13.89	227	0.05	15	35.95	10833	4	41	47.49	-0.05	817	658
0.8	0.44	443	3093	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G81_Pz_IV_AusfH_GuP.png	MT	676	60	603	8.46	1270	0.95	64.81	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G81_Pz_IV_AusfH_GuP.png	True	256	Pz. IV H Ankou	Germany	76.14	6.44	50.1	1332	644	13.05	177	1.13	200	24.51	45585	5	28	51.44	1.34	1446	1834
3.53	1.38	179	3009	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R11_MS-1.png	LT	356	21	178	9.9	920	1.2	58.87	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R11_MS-1.png	False	285	MS-1	USSR	86.79	8.59	48.81	1289	207	16.81	61	0.79	19	32.5	3329	1	7	49.85	1.04	2132	2481
0.91	1.12	390	3002	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A43_M22_Locust.png	LT	390	28	391	12.97	1487	0.85	67.14	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A43_M22_Locust.png	True	222	Locust	USA	75.96	9.85	50.9	1359	393	19.32	51	1.93	115	29.11	52769	3	10	54.83	3.93	1723	1955
1.02	0.17	526	2956	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl08_50TP_Prototyp_Resilient.png	HT	1252	801	1436	4.95	1140	0.66	73	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl08_50TP_Prototyp_Resilient.png	True	278	50TP R.	Poland	63.04	3.12	50.03	1260	2271	6.78	148	0.85	277	25.47	52113	8	42	51.35	1.32	1264	1282
0.18	0.37	145	2857	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R66_SU-26.png	SPG	244	3	133	4.89	392	0.46	29.09	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R66_SU-26.png	False	277	SU-26	USSR	8.46	0.41	49.09	929	123	16.81	199	0.06	8	34.37	7681	3	40	47.99	-1.1	548	804
2.74	0.76	251	2829	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB69_Cruiser_Mk_II.png	LT	424	119	296	12.8	962	1.09	63.13	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB69_Cruiser_Mk_II.png	False	231	Cruiser II	UK	75.77	9.7	48.93	1114	415	20.28	18	0.76	23	33.12	6993	2	8	49.77	0.84	2166	2419
3.73	1.04	621	2794	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G36_PzII_J.png	LT	574	686	379	93.88	938	1.41	67.29	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G36_PzII_J.png	True	237	Pz. II J	Germany	53.05	49.8	52.12	1431	1062	139.52	8	1.09	102	40.69	51729	3	21	59.99	7.87	1860	2912
0.48	0.13	565	2741	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch25_121_mod_1971B_MK.png	MT	2035	583	1736	7.69	1574	0.87	74.23	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch25_121_mod_1971B_MK.png	True	291	Monkey King	China	71.54	5.5	52.26	1729	2281	10.36	612	1.2	565	27.84	58673	10	70	52.32	0.06	1687	1628
0.77	0.31	313	2725	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB40_Gun_Carrier_Churchill.png	TD	635	53	578	3.59	812	0.6	56.07	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB40_Gun_Carrier_Churchill.png	False	297	Churchill GC	UK	77.13	2.77	49.08	1214	651	6.41	340	0.23	93	29.61	9809	6	18	47.52	-1.56	1008	900
0.91	0.24	306	2674	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB50_Sherman_III.png	MT	495	88	545	5.27	1139	0.66	56.79	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB50_Sherman_III.png	False	249	Sherman III	UK	66.73	3.51	50	1233	621	9.28	112	0.97	166	21.47	12881	5	26	49.85	-0.15	1264	1189
0.53	0.3	454	2562	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G85_Auf_Panther.png	LT	704	86	987	6.07	1370	0.61	69.73	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G85_Auf_Panther.png	True	217	Aufkl.Panther	Germany	81.19	4.93	52.56	1727	1077	8.7	202	2.17	518	15.42	14353	7	19	51.25	-1.31	1633	1412
2.37	1.66	225	2503	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G21_PanzerJager_I.png	TD	465	15	180	9.84	782	1.26	59.87	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G21_PanzerJager_I.png	False	265	Pz.Jäg. I	Germany	84.41	8.3	48.95	1098	196	16.44	181	0.33	13	36.04	3601	2	11	52.02	3.07	1986	3400
1.07	0.48	370	2471	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A33_MTLS-1G14.png	LT	372	83	385	11.48	1123	0.67	62.13	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A33_MTLS-1G14.png	True	193	MTLS-1G14	USA	77.91	8.95	48.46	1120	457	18.48	18	1.3	64	20.03	52001	3	8	49.09	0.63	1441	1446
0.35	0.31	165	2370	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G11_Bison_I.png	SPG	310	0	155	1.41	418	0.69	26.34	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G11_Bison_I.png	False	268	Bison	Germany	32.4	0.46	48.34	921	142	5.35	254	0.05	5	35.95	2833	3	29	50.25	1.91	1022	1327
2.69	0.8	234	2276	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl14_4TP.png	LT	328	6	207	31.19	1042	1.05	48.42	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl14_4TP.png	False	245	4TP	Poland	77.44	24.15	48.02	1066	219	64.42	11	1.27	25	24.91	1169	1	7	48.07	0.05	1795	2124
